A1,A2,A3,A4,A5,A6,a7,A8,A9,a10,a11,a12,a13,a14,a15,Target
1,0.092632,-0.104286,-1,-1,0.848649,-1,-0.839298,-1,-1,-0.910448,-1,-1,-0.844,-1,1
-1,-0.593985,-0.955357,-1,-1,0.848649,-1,-0.96807,-1,1,-1,-1,-1,-0.8,-1,-1
1,-0.473684,-0.732143,-1,-1,-1,-0.75,-0.95614,-1,-1,-0.731343,-1,-1,-0.819,-1,1
-1,-0.724211,-0.987857,-1,-1,-0.07027,-1,-0.994035,1,1,-1,1,1,-1,-1,-1
1,-0.882105,-1,0,0,-0.372973,1,-1,1,1,-1,1,-1,-0.914,-1,-1
-1,-0.243008,-0.875,-1,-1,-0.221622,-1,-0.964912,1,1,-1,-1,-1,-0.7,-0.99996,-1
1,-0.639098,-0.964286,-1,-1,-1,-0.75,-0.938596,-1,1,-1,-1,-1,-0.509,-1,1
-1,-0.41594,-0.773929,0,0,0.383784,-1,-0.777895,-1,-1,-0.910448,-1,-1,-0.62,-1,1
-1,0.035188,-0.455357,-1,-1,0.232432,-0.75,0.087719,-1,-1,-0.641791,1,-1,-1,-0.9842,1
-1,-0.235489,-0.883929,-1,-1,-1,-1,-0.894737,-1,-1,-0.701493,1,-1,-0.814,-0.906,1
-1,-0.464115,-0.642857,0,0,0.848649,-1,-0.403509,-1,1,-1,1,-1,-1,-1,-1
1,-0.651729,-0.851071,-1,-1,-1,-0.75,-0.807018,-1,1,-1,-1,-1,-0.64,-0.99998,-1
-1,-0.631579,-0.928571,-1,-1,0.081081,-1,-0.877193,-1,1,-1,-1,-1,-0.72,-1,1
-1,0.145263,-0.854286,0,0,1,1,-0.894737,1,1,-1,1,-1,-0.88,-0.99998,-1
-1,-0.501353,-0.964286,-1,-1,-0.837838,-0.75,-0.994035,1,1,-1,-1,1,-0.748,-1,-1
1,-0.548872,-0.732143,-1,-1,-1,-1,-0.92386,-1,-1,-0.970149,-1,-1,-0.629,-1,1
-1,-0.744361,-0.357143,-1,-1,0.848649,-1,-0.994035,1,1,-1,1,-1,-1,-1,-1
0,-0.566316,-0.958214,-1,-1,0.848649,-1,-0.997193,1,1,-1,1,-1,-0.74,-0.97992,-1
-1,-0.325714,0.294643,-1,-1,0.232432,-1,-0.994035,1,1,-1,1,-1,-0.68,-0.92896,-1
-1,-0.421053,-0.821429,0,0,0.232432,-1,-0.508772,1,1,-1,-1,-1,-0.72,-1,-1
1,-0.739248,-0.196429,0,0,0.383784,-0.75,-0.947368,-1,-1,-0.880597,1,-1,-1,-0.99358,1
-1,-0.806917,-0.598214,-1,-1,0.232432,-1,-0.88,-1,1,-1,1,1,-0.88,-1,1
-1,-0.368421,0.071429,-1,-1,-0.07027,0,-0.622807,-1,-1,-0.731343,-1,-1,-1,-0.99732,1
1,-0.413534,-0.785714,0,0,0.848649,-1,-0.859649,1,1,-1,1,-1,-0.82,-1,-1
-1,-0.464115,-0.785714,0,0,-0.535135,-0.5,-0.508772,1,1,-1,1,-1,-1,-0.99998,-1
1,-0.553985,-0.881071,-1,-1,0.081081,-1,-0.830526,-1,1,-1,-1,-1,-0.56,-1,-1
-1,-0.719398,-0.178571,-1,-1,0.232432,-0.75,-0.850877,-1,-1,-0.671642,-1,-1,-0.71,-0.99432,1
-1,-0.81203,-0.5,-1,-1,-1,-1,-0.964912,1,1,-1,1,-1,-1,-1,-1
-1,-0.821955,-0.285714,0,0,-0.221622,-0.75,-0.941404,-1,1,-1,-1,-1,-0.86,-1,-1
-1,-0.378346,-0.904643,-1,-1,-0.535135,-0.5,-0.991228,1,1,-1,-1,-1,-0.56,-0.91,-1
-1,-0.125414,-0.669643,-1,-1,0.081081,-1,-0.678596,-1,1,-1,1,1,-1,-1,1
-1,-0.240602,-0.642857,-1,-1,-1,-1,-0.754386,-1,-1,-0.701493,-1,-1,-1,-1,1
1,-0.556391,-0.928571,-1,-1,0.081081,-1,-0.929825,-1,-1,-0.940299,-1,-1,-0.833,-0.99,-1
-1,-0.779549,-0.705357,0,0,-0.535135,-0.75,-0.997193,1,1,-1,1,-1,-0.86,-0.998,-1
-1,-0.175338,-0.904643,-1,-1,-0.837838,-1,-0.988421,1,1,-1,1,-1,-0.832,-1,-1
-1,-0.253233,-0.761786,-1,-1,0.232432,-1,-0.719298,-1,-1,-0.58209,1,-1,-0.617,-0.97312,1
-1,-0.383459,-0.785714,-1,-1,-1,-0.75,-0.479649,-1,1,-1,-1,-1,-1,-1,1
-1,-0.285714,-0.940357,-1,-1,0.697297,-1,-0.997193,1,1,-1,1,-1,-0.88,-0.9999,-1
1,-0.809624,-0.910714,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1
-1,0.009925,-0.535714,-1,-1,-1,-1,-0.929825,1,1,-1,-1,-1,-1,-0.99544,-1
-1,-0.799398,-0.9225,-1,-1,0.081081,-1,-0.894737,1,1,-1,1,-1,-0.892,-0.99986,-1
-1,-0.290827,-0.809643,-1,-1,-1,-1,-0.988421,1,1,-1,-1,-1,-1,-0.98998,-1
1,-0.774436,-0.833214,-1,-1,-0.535135,-0.5,-0.964912,-1,-1,-0.880597,1,1,-0.92,-1,1
1,-0.681805,-0.821429,0,0,-0.535135,-0.5,-0.684211,1,1,-1,1,-1,-0.8,-0.99088,-1
-1,-0.601504,-0.892857,0,0,0.232432,-1,-0.973684,-1,1,-1,-1,-1,-0.74,-0.9787,1
-1,0.163008,-0.892857,-1,-1,-0.837838,-1,-0.736842,1,1,-1,-1,-1,-1,-0.993,-1
1,0.739248,-1,0,0,-0.147692,-0.69514,-1,1,1,-1,1,0,-0.815985,-1,1
-1,-0.714286,-0.928571,-1,-1,-1,-1,-0.941404,-1,1,-1,1,1,-0.7,-1,1
1,-0.704361,-0.940714,-1,-1,0.081081,-1,-0.970877,1,-1,-0.970149,-1,-1,-0.8,-0.99978,-1
-1,-0.661654,-0.196429,-1,-1,-1,-1,-0.824561,-1,-1,-0.492537,1,-1,-0.8,-0.97584,1
-1,-0.488722,-0.886786,-1,-1,-0.837838,-1,-0.958947,1,1,-1,-1,1,-1,-1,-1
1,-0.726917,-0.836429,-1,-1,0.081081,-0.75,-0.839298,-1,-1,-0.791045,-1,-1,-0.86,-0.95232,1
-1,-0.120301,-0.979286,0,0,-1,-0.75,-0.877193,-1,-1,-0.761194,1,-1,-0.9,-0.9925,1
-1,-0.551278,-0.333214,-1,-1,0.081081,-0.75,-0.602456,-1,-1,-0.820896,1,-1,-0.619,-0.99664,1
-1,-0.210526,-0.535714,-1,-1,0.848649,-0.5,-0.754386,-1,-1,-0.970149,1,-1,-1,-0.99,1
-1,-0.726917,-0.785714,-1,-1,-0.07027,-1,-0.909474,-1,-1,-0.970149,1,-1,-0.74,-0.984,1
-1,-0.536241,-0.75,-1,-1,0.232432,-1,-0.754386,-1,-1,-0.910448,-1,-1,-0.671,-1,-1
-1,-0.561504,-0.642857,-1,-1,0.232432,-1,-0.22807,-1,1,-1,-1,-1,-0.93,-1,1
-1,-0.370827,-0.922857,-1,-1,-0.07027,-1,-0.918246,1,1,-1,1,1,-0.972,-1,-1
1,0.06015,-0.892857,-1,-1,-0.372973,-0.25,-1,-1,1,-1,-1,-1,-0.9,-0.99946,-1
0,-0.676692,-0.089286,-1,-1,-1,-0.5,-0.666667,-1,-1,-0.940299,1,-1,-0.927,-0.99112,1
-1,-0.295639,-0.714286,-1,-1,-1,-0.5,-0.649123,-1,1,-1,-1,1,-0.72,-1,-1
1,-0.553985,-0.732143,-1,-1,-1,-1,-0.982456,1,-1,-0.970149,-1,-1,-0.96,-0.99692,-1
1,-0.932331,-0.988214,-1,-1,0.848649,-1,-0.929825,1,-1,-0.940299,-1,-1,-0.68,-0.99998,-1
-1,-0.193083,-0.765,-1,-1,-0.07027,-1,-0.754386,1,1,-1,-1,1,-0.6,-1,-1
-1,-0.609023,-0.857143,-1,-1,-0.837838,-1,-0.947368,1,1,-1,-1,-1,-0.92,-1,-1
1,0.318195,-0.857143,-1,-1,1,1,-0.54386,1,-1,-0.970149,1,-1,-1,-0.9998,-1
-1,-0.360902,-0.821429,-1,-1,-0.535135,-1,-0.929825,1,1,-1,-1,-1,-0.79,-1,-1
1,-0.253233,-0.642857,-1,-1,-1,-1,-0.052632,-1,1,-1,-1,-1,-0.02,-1,-1
-1,-0.065263,-0.5,0,0,-1,-1,-0.885965,1,1,-1,1,-1,-0.84,-0.99996,-1
1,-0.035188,-0.25,-1,-1,0.081081,-1,-0.649123,-1,-1,-0.791045,-1,-1,-1,-1,1
1,0.007519,-0.946429,-1,-1,0.081081,-0.75,-0.807018,-1,-1,-0.970149,1,-1,-0.667,-0.98216,1
1,0.012632,-0.428571,-1,-1,0.697297,-0.5,-0.54386,-1,-1,-0.820896,1,-1,-0.625,0.022,1
1,-0.724211,-0.910714,-1,-1,0.081081,-1,-0.982456,1,1,-1,-1,-1,-0.88,-0.98382,-1
-1,-0.193083,-0.892857,-1,-1,-0.535135,-0.5,-1,1,1,-1,1,1,-0.7,-1,-1
-1,0.491128,-0.961429,-1,-1,-1,-1,-0.958947,-1,-1,-0.910448,-1,-1,-0.82,-1,-1
1,-0.348271,-0.142857,-1,-1,0.081081,-0.75,-0.017544,-1,-1,-0.761194,1,-1,-1,-0.8682,1
1,-0.821955,-0.985,-1,-1,0.081081,-0.75,-0.979649,-1,-1,-0.671642,1,-1,-0.92,-0.99802,1
1,-0.884812,-0.357143,-1,-1,0.848649,-1,-0.903509,-1,1,-1,-1,-1,-1,-1,1
-1,0.293233,-0.125,-1,-1,-0.07027,-1,-0.912281,-1,-1,-0.880597,-1,-1,-0.8,-1,1
-1,-0.463759,-0.946429,0,0,0.848649,-1,-0.754386,1,1,-1,-1,-1,-0.68,-1,-1
-1,-0.716692,-0.205357,-1,-1,0.383784,-0.75,-0.967719,-1,-1,-0.970149,1,-1,-0.9,-1,1
-1,0.325714,-0.497143,-1,-1,-0.07027,-1,-0.017544,-1,-1,-0.820896,-1,-1,-0.64,-0.97336,1
-1,-0.749474,-0.214286,-1,-1,-1,-1,-0.953333,-1,1,-1,1,-1,-0.9,-1,1
1,-0.080301,-1,-1,-1,-1,-1,-0.824561,-1,1,-1,1,-1,-1,-1,1
-1,-0.464115,-0.25,-1,-1,0.383784,-1,-0.54386,-1,1,-1,1,-1,-1,-1,1
-1,-0.430977,-0.607143,-1,-1,0.081081,-0.75,-0.614035,-1,-1,-0.641791,-1,-1,-0.592,-0.98,1
-1,0.37594,-0.803571,-1,-1,0.232432,-1,-0.877193,-1,-1,-0.850746,-1,-1,-0.94,-0.99884,1
-1,-0.090226,-0.857143,-1,-1,-0.07027,-1,-0.877193,-1,-1,-0.940299,-1,-1,-1,-0.9997,1
1,-0.917293,-0.910714,-1,-1,0.081081,-1,-0.982456,1,-1,-0.970149,1,-1,-0.892,-0.99804,-1
-1,-0.576541,-0.714286,0,0,-0.535135,-0.75,-0.596491,-1,-1,-0.940299,-1,-1,-0.925,-1,-1
-1,-0.724211,-0.773929,0,0,-1,-1,-0.988421,1,1,-1,1,-1,-0.84,-0.97884,-1
1,0.263158,-0.494286,-1,-1,-0.221622,-0.75,-0.526316,-1,-1,-0.910448,-1,-1,-0.9,-0.999,-1
-1,-0.343459,-0.946429,-1,-1,-0.221622,-1,-0.894737,1,1,-1,-1,-1,-0.769,-1,-1
1,-0.847218,-0.318571,-1,-1,0.848649,-1,-0.994035,-1,1,-1,1,-1,-0.9,-1,1
-1,-0.212932,-0.961429,0,0,0.848649,-1,-0.964912,-1,-1,-0.910448,1,-1,-0.8,-0.98,1
-1,-0.215639,-0.964286,-1,-1,-0.07027,-1,-0.982456,-1,1,-1,1,1,-0.712,-1,-1
1,-0.398496,-0.946429,-1,-1,-0.221622,-0.5,-0.929825,-1,-1,-0.910448,-1,-1,-0.788,-1,-1
-1,0.052632,0.881071,0,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
-1,-0.764511,-0.943571,0,0,-1,-1,-0.953333,1,1,-1,1,-1,-0.84,-1,-1
-1,-0.611429,-0.806429,0,0,-1,-1,-0.631579,-1,-1,-0.970149,1,-1,-0.789,-1,1
1,-0.877293,-0.214286,-1,-1,0.383784,-0.75,-0.929825,-1,-1,-0.671642,1,-1,-1,-0.94,1
-1,-0.636692,-0.083214,-1,-1,-1,-1,-0.964912,1,1,-1,1,-1,-1,-0.99996,-1
1,-0.761805,-0.178571,0,0,-0.372973,-0.25,-1,-1,-1,-0.671642,-1,-1,-1,-1,1
1,-0.52391,-0.875,0,0,-0.221622,-1,-0.912281,1,1,-1,-1,-1,-0.72,-1,-1
1,-0.729323,-0.559643,-1,-1,0.848649,-1,-0.988421,1,1,-1,1,-1,-0.78,-0.98,-1
1,-0.736842,-0.970357,-1,-1,-0.535135,-1,-0.976491,1,1,-1,-1,1,-0.856,-1,-1
-1,-0.654135,-0.928571,-1,-1,0.848649,-1,-0.964912,1,1,-1,1,-1,-0.8,-1,-1
-1,-0.62406,-0.89,-1,-1,0.232432,-1,-0.991228,1,1,-1,1,-1,-0.9,-1,-1
-1,-0.464115,-0.997143,0,0,-0.837838,-1,-0.701754,1,1,-1,-1,-1,-0.54,-1,-1
-1,-0.81203,-1,-1,-1,-0.837838,-1,-0.964912,1,1,-1,1,-1,-0.856,-1,-1
1,-0.263158,-0.571429,-1,-1,-0.221622,-1,-0.929825,-1,1,-1,-1,-1,-1,-1,1
1,0.340752,-0.285714,-1,-1,0.081081,-1,-0.719298,-1,-1,-0.58209,1,-1,-1,-0.96796,1
-1,-0.56391,-0.9375,-1,-1,-0.07027,-1,-0.932632,-1,-1,-0.910448,-1,-1,-0.604,-1,1
0,-0.616541,-0.806429,0,0,-0.147692,-0.69514,-0.994035,1,1,-1,1,1,-0.92,-1,-1
-1,-0.729323,-0.178571,-1,-1,-0.535135,-1,-0.970877,1,1,-1,1,-1,-1,-1,-1
-1,-0.233083,-0.321429,-1,-1,-0.07027,-1,-0.54386,-1,-1,-0.58209,1,-1,-0.76,-0.90786,1
-1,0.045113,-0.696429,-1,-1,-0.07027,-1,-0.991228,-1,1,-1,-1,-1,-0.775,-1,1
1,-0.676692,-0.925714,0,0,1,1,-0.964912,-1,-1,-0.910448,1,-1,-0.82,-0.99706,-1
-1,-0.611429,-0.875,0,0,-1,-1,-0.929825,-1,-1,-0.850746,-1,-1,-0.84,-0.88446,1
-1,-0.203008,0.535714,-1,-1,0.697297,0.25,0.403509,-1,-1,-0.671642,1,-1,-1,-0.976,1
